N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL
1364,TIGER 차이나항셍25,"16,075",15,-0.09%,0,72,450,0.00,164,N/A,N/A,https://finance.naver.com/item/main.nhn?code=117690
1365,KBSTAR 팔라듐선물(H),"11,960",370,+3.19%,0,72,600,0.00,"142,737",N/A,N/A,https://finance.naver.com/item/main.nhn?code=334690
1366,KOSEF 코스피100,"19,895",180,-0.90%,0,72,360,0.00,269,N/A,N/A,https://finance.naver.com/item/main.nhn?code=153270
1367,KODEX KRX300선물인버스,"10,220",10,+0.10%,0,72,700,0.03,156,N/A,N/A,https://finance.naver.com/item/main.nhn?code=306960
1368,KBSTAR 내수주플러스,"8,505",5,+0.06%,0,71,840,0.00,3,N/A,N/A,https://finance.naver.com/item/main.nhn?code=326230
1369,서울식품우,"3,200",25,-0.78%,100,71,"2,224",2.41,"36,109",-533.33,N/A,https://finance.naver.com/item/main.nhn?code=004415
1370,KINDEX 삼성그룹동일가중,"11,860",140,-1.17%,0,71,600,0.00,19,N/A,N/A,https://finance.naver.com/item/main.nhn?code=131890
1371,KBSTAR KRX300미국달러선물혼합,"10,150",45,-0.44%,0,71,700,0.00,3,N/A,N/A,https://finance.naver.com/item/main.nhn?code=319870
1372,KODEX 미국S&P산업재(합성),"13,300",155,+1.18%,0,71,534,0.00,792,N/A,N/A,https://finance.naver.com/item/main.nhn?code=200030
1373,KINDEX 스마트하이베타,"8,865",55,-0.62%,0,71,800,0.00,10,N/A,N/A,https://finance.naver.com/item/main.nhn?code=322150
1374,KINDEX 러시아MSCI(합성),"23,640",690,+3.01%,0,71,300,0.00,"5,327",N/A,N/A,https://finance.naver.com/item/main.nhn?code=265690
1375,KBSTAR 헬스케어,"10,910",0,0.00%,0,71,650,0.00,205,N/A,N/A,https://finance.naver.com/item/main.nhn?code=253280
1376,삼성 인버스 2X 은 선물 ETN(H),"7,090",140,+2.01%,0,71,"1,000",0.00,"2,142",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530062
1377,깨끗한나라우,"19,350",250,+1.31%,"1,000",71,366,2.80,"20,299",-60.09,N/A,https://finance.naver.com/item/main.nhn?code=004545
1378,KODEX 200ESG,"8,785",105,-1.18%,0,70,800,0.00,33,N/A,N/A,https://finance.naver.com/item/main.nhn?code=337160
1379,KOSEF 200선물인버스,"8,995",75,+0.84%,0,70,780,0.65,113,N/A,N/A,https://finance.naver.com/item/main.nhn?code=253240
1380,KODEX 미국S&P바이오(합성),"25,220",265,-1.04%,0,69,275,0.00,437,N/A,N/A,https://finance.naver.com/item/main.nhn?code=185680
1381,TIGER 200에너지화학레버리지,"5,500",45,-0.81%,0,69,"1,250",0.00,"10,883",N/A,N/A,https://finance.naver.com/item/main.nhn?code=243890
1382,KBSTAR V&S셀렉트밸류,"9,750",80,-0.81%,0,68,700,0.00,33,N/A,N/A,https://finance.naver.com/item/main.nhn?code=234310
1383,KODEX 에너지화학,"8,840",35,-0.39%,0,68,770,0.02,"6,637",N/A,N/A,https://finance.naver.com/item/main.nhn?code=117460
1384,KOSEF 저PBR가중,"9,705",35,-0.36%,0,68,700,0.00,31,N/A,N/A,https://finance.naver.com/item/main.nhn?code=260270
1385,KINDEX 스마트밸류,"9,550",65,-0.68%,0,67,700,0.00,10,N/A,N/A,https://finance.naver.com/item/main.nhn?code=272230
1386,TIGER 코스닥150바이오테크,"9,540",75,+0.79%,0,67,700,0.00,"6,189",N/A,N/A,https://finance.naver.com/item/main.nhn?code=261070
1387,KINDEX 미국다우존스리츠(합성 H),"66,500",215,+0.32%,0,66,100,0.00,304,N/A,N/A,https://finance.naver.com/item/main.nhn?code=181480
1388,ARIRANG 국채선물3년,"53,150",5,-0.01%,0,66,124,0.00,379,N/A,N/A,https://finance.naver.com/item/main.nhn?code=298340
1389,CJ씨푸드1우,"32,950",750,-2.23%,500,66,200,4.17,"6,188",646.08,N/A,https://finance.naver.com/item/main.nhn?code=011155
1390,KBSTAR 코스닥150선물인버스,"7,655",30,+0.39%,0,65,850,0.24,"31,127",N/A,N/A,https://finance.naver.com/item/main.nhn?code=275750
1391,삼성 레버리지 구리 선물 ETN(H),"6,430",25,-0.39%,0,64,"1,000",0.00,"31,227",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530063
1392,TIGER 중장기국채선물인버스2X,"45,815",285,+0.63%,0,64,140,0.00,201,N/A,N/A,https://finance.naver.com/item/main.nhn?code=302210
1393,QV MSCI 선진국 ETN,"9,140",0,0.00%,0,64,700,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550052
1394,KBSTAR 차이나H선물인버스(H),"11,550",35,-0.30%,0,64,550,0.00,49,N/A,N/A,https://finance.naver.com/item/main.nhn?code=291680
1395,성신양회우,"8,500",400,-4.49%,"5,000",63,736,0.83,"31,196",12.32,N/A,https://finance.naver.com/item/main.nhn?code=004985
1396,신한 인버스 2X 금 선물 ETN,"6,240",30,-0.48%,0,62,"1,000",0.00,"20,346",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500038
1397,KBSTAR 모멘텀밸류,"8,865",115,-1.28%,0,62,700,0.00,16,N/A,N/A,https://finance.naver.com/item/main.nhn?code=252720
1398,TIGER 일본엔선물인버스,"8,855",35,-0.39%,0,62,700,0.00,2,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292580
1399,파워 중기국고채,"103,085",0,0.00%,0,62,60,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=176710
1400,삼성중공우,"53,300","1,200",+2.30%,"5,000",61,115,4.12,"9,712",-25.62,N/A,https://finance.naver.com/item/main.nhn?code=010145
1401,TREX 펀더멘탈 200,"24,695",185,-0.74%,0,62,250,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=145850
1402,KODEX 200동일가중,"7,695",0,0.00%,0,62,800,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=252650
1403,크라운해태홀딩스우,"10,200",300,-2.86%,500,61,601,2.84,"7,273",-7.60,N/A,https://finance.naver.com/item/main.nhn?code=005745
1404,마이티 200커버드콜ATM레버리지,"6,795",45,-0.66%,0,61,900,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292340
1405,KBSTAR KRX300선물인버스,"10,180",75,+0.74%,0,61,600,0.18,12,N/A,N/A,https://finance.naver.com/item/main.nhn?code=307020
1406,KBSTAR KRX국채선물3년10년스티프너2X,"50,875",85,+0.17%,0,61,120,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=342600
1407,TIGER KRX300선물인버스,"10,145",195,+1.96%,0,61,600,6.81,312,N/A,N/A,https://finance.naver.com/item/main.nhn?code=307620
1408,KBSTAR KRX국채선물3년10년스티프너,"50,570",70,+0.14%,0,61,120,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=342500
1409,KBSTAR V&S셀렉트밸류채권혼합,"10,080",15,-0.15%,0,60,600,0.00,16,N/A,N/A,https://finance.naver.com/item/main.nhn?code=241390
1410,TIGER 200 건설,"1,840",35,-1.87%,0,60,"3,280",0.89,"11,743",N/A,N/A,https://finance.naver.com/item/main.nhn?code=139220
1411,현대비앤지스틸우,"54,600",600,+1.11%,"5,000",60,110,1.46,663,38.08,N/A,https://finance.naver.com/item/main.nhn?code=004565
1412,KODEX 3대농산물선물(H),"7,140",10,+0.14%,0,60,840,0.00,"12,639",N/A,N/A,https://finance.naver.com/item/main.nhn?code=271060
1413,KBSTAR KRX국채선물3년10년플래트너,"49,900",5,+0.01%,0,60,120,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=342610
1414,ARIRANG 국채선물10년,"57,555",120,-0.21%,0,60,104,0.00,"1,099",N/A,N/A,https://finance.naver.com/item/main.nhn?code=289670
1415,하이트진로홀딩스우,"12,700",100,-0.78%,"5,000",60,471,2.73,"1,321",-14.06,N/A,https://finance.naver.com/item/main.nhn?code=000145
1416,KBSTAR KRX국채선물3년10년플래트너2X,"49,560",40,-0.08%,0,59,120,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=342620
1417,TIGER 유로스탁스배당30,"8,495",0,0.00%,0,59,700,0.00,"3,596",N/A,N/A,https://finance.naver.com/item/main.nhn?code=245350
1418,KINDEX 인버스,"8,485",75,+0.89%,0,59,700,0.00,"11,426",N/A,N/A,https://finance.naver.com/item/main.nhn?code=145670
1419,동원시스템즈우,"22,350",200,+0.90%,"5,000",59,265,0.08,257,15.16,N/A,https://finance.naver.com/item/main.nhn?code=014825
1420,ARIRANG 스마트베타Quality채권혼합,"9,845",35,-0.35%,0,59,600,0.00,7,N/A,N/A,https://finance.naver.com/item/main.nhn?code=238670
1421,KBSTAR 200생활소비재,"7,685",75,+0.99%,0,58,760,0.00,12,N/A,N/A,https://finance.naver.com/item/main.nhn?code=287330
1422,KODEX 콩선물(H),"7,265",15,+0.21%,0,58,800,0.00,"3,005",N/A,N/A,https://finance.naver.com/item/main.nhn?code=138920
1423,KODEX FnKorea50,"7,255",110,-1.49%,0,58,800,0.00,152,N/A,N/A,https://finance.naver.com/item/main.nhn?code=296710
1424,KBSTAR 중국MSCI China선물(H),"10,500",115,-1.08%,0,58,550,0.00,18,N/A,N/A,https://finance.naver.com/item/main.nhn?code=310080
1425,TIGER 200커버드콜5%OTM,"11,520",0,0.00%,0,58,500,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=166400
1426,KBSTAR ESG사회책임투자,"8,220",30,+0.37%,0,58,700,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=290130
1427,ARIRANG 코스닥150선물인버스,"11,480",50,+0.44%,0,57,500,0.00,"5,711",N/A,N/A,https://finance.naver.com/item/main.nhn?code=301410
1428,ARIRANG S&P글로벌인프라,"9,500",0,0.00%,0,57,600,0.00,142,N/A,N/A,https://finance.naver.com/item/main.nhn?code=269530
1429,KINDEX 일본TOPIX레버리지(H),"11,380",5,+0.04%,0,57,500,0.00,89,N/A,N/A,https://finance.naver.com/item/main.nhn?code=196030
1430,TIGER MSCI KOREA ESG유니버설,"7,565",85,-1.11%,0,57,750,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=289250
1431,대신 인버스 니켈선물 ETN(H),"8,040",100,-1.23%,0,56,700,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=510006
1432,파워 고배당저변동성,"20,840",295,-1.40%,0,56,270,0.02,190,N/A,N/A,https://finance.naver.com/item/main.nhn?code=192720
1433,KODEX 한국대만IT프리미어,"11,250",55,-0.49%,0,56,500,0.00,28,N/A,N/A,https://finance.naver.com/item/main.nhn?code=298770
1434,TIGER 금은선물(H),"9,355",5,+0.05%,0,56,600,0.00,"8,945",N/A,N/A,https://finance.naver.com/item/main.nhn?code=139320
1435,KODEX 퀄리티Plus,"7,990",15,+0.19%,0,56,700,0.00,14,N/A,N/A,https://finance.naver.com/item/main.nhn?code=244660
1436,성문전자우,"9,250",190,-2.01%,500,56,600,3.85,"17,821",-100.54,N/A,https://finance.naver.com/item/main.nhn?code=014915
1437,KINDEX 코스닥(합성),"9,230",0,0.00%,0,55,600,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=251890
1438,TIGER 베타플러스,"10,625",0,0.00%,0,55,520,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=170350
1439,HANARO 코스닥150선물레버리지,"6,365",90,-1.39%,0,55,860,0.00,"6,353",N/A,N/A,https://finance.naver.com/item/main.nhn?code=306530
1440,TIGER KRX300레버리지,"7,730",120,-1.53%,0,54,700,0.09,"1,155",N/A,N/A,https://finance.naver.com/item/main.nhn?code=307610
1441,KBSTAR 200선물인버스,"9,000",75,+0.84%,0,54,600,0.00,"2,820",N/A,N/A,https://finance.naver.com/item/main.nhn?code=252410
1442,TIGER 미디어컨텐츠,"4,690",25,-0.53%,0,53,"1,140",0.01,419,N/A,N/A,https://finance.naver.com/item/main.nhn?code=228810
1443,TIGER 대형성장,"8,215",90,-1.08%,0,53,650,0.00,51,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292100
1444,ARIRANG 미국다우존스고배당주(합성 H),"9,975",90,-0.89%,0,53,530,0.00,"2,190",N/A,N/A,https://finance.naver.com/item/main.nhn?code=213630
1445,ARIRANG 글로벌MSCI(합성 H),"11,710",20,-0.17%,0,53,450,0.00,45,N/A,N/A,https://finance.naver.com/item/main.nhn?code=189400
1446,코오롱글로벌우,"16,800",200,-1.18%,"5,000",53,313,0.45,"1,446",8.79,N/A,https://finance.naver.com/item/main.nhn?code=003075
1447,대신 아연선물 ETN(H),"7,500",60,-0.79%,0,52,700,0.00,"1,405",N/A,N/A,https://finance.naver.com/item/main.nhn?code=510002
1448,노루페인트우,"11,300",400,-3.42%,500,52,463,2.22,"19,570",12.23,N/A,https://finance.naver.com/item/main.nhn?code=090355
1449,TIGER 일본엔선물인버스2X,"7,465",85,-1.13%,0,52,700,0.00,693,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292590
1450,TIGER 지주회사,"9,480",240,+2.60%,0,52,550,0.00,11,N/A,N/A,https://finance.naver.com/item/main.nhn?code=307520
1451,TIGER 중소형성장,"7,435",0,0.00%,0,52,700,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292130
1452,삼성 건축자재 테마주 ETN,"2,600",0,0.00%,0,52,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530010
1453,KODEX 기계장비,"3,135",30,-0.95%,0,51,"1,620",0.07,"1,674",N/A,N/A,https://finance.naver.com/item/main.nhn?code=102960
1454,QV 레버리지 MSCI 선진국 ETN,"7,250",145,+2.04%,0,51,700,0.00,47,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550054
1455,KODEX 국채선물3년인버스,"49,725",0,0.00%,0,51,102,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292770
1456,KODEX 경기소비재,"8,405",145,-1.70%,0,50,600,0.00,139,N/A,N/A,https://finance.naver.com/item/main.nhn?code=266390
1457,KBSTAR 200고배당커버드콜ATM,"7,185",30,+0.42%,0,50,700,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=290080
1458,TIGER MSCI KOREA ESG리더스,"7,270",20,+0.28%,0,50,690,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=289260
1459,KINDEX 배당성장,"24,980",250,-0.99%,0,50,200,0.00,11,N/A,N/A,https://finance.naver.com/item/main.nhn?code=211260
1460,TIGER 이머징마켓MSCI레버리지(합성 H),"7,110",10,-0.14%,0,50,700,0.00,"1,337",N/A,N/A,https://finance.naver.com/item/main.nhn?code=225060
1461,KINDEX 국채선물3년인버스,"99,340",0,0.00%,0,50,50,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=299080
1462,대상홀딩스우,"5,400",20,+0.37%,"1,000",49,913,10.27,"1,283",2.77,N/A,https://finance.naver.com/item/main.nhn?code=084695
1463,KODEX MSCI모멘텀,"8,215",0,0.00%,0,49,600,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=275280
1464,HANARO 농업융복합산업,"8,210",140,+1.73%,0,49,600,0.00,"1,507",N/A,N/A,https://finance.naver.com/item/main.nhn?code=314700
1465,KODEX 구리선물(H),"4,445",5,-0.11%,0,49,"1,100",0.00,"7,768",N/A,N/A,https://finance.naver.com/item/main.nhn?code=138910
1466,KODEX 가치투자,"8,130",125,+1.56%,0,49,600,0.00,39,N/A,N/A,https://finance.naver.com/item/main.nhn?code=247780
1467,KINDEX 스마트퀄리티,"12,170",70,-0.57%,0,49,400,0.00,10,N/A,N/A,https://finance.naver.com/item/main.nhn?code=322120
1468,TIGER 방송통신,"7,580",60,-0.79%,0,49,640,0.00,295,N/A,N/A,https://finance.naver.com/item/main.nhn?code=098560
1469,KINDEX 멕시코MSCI(합성),"6,060",90,-1.46%,0,48,800,0.00,806,N/A,N/A,https://finance.naver.com/item/main.nhn?code=291130
1470,마이티 코스피고배당,"9,445",0,0.00%,0,48,510,0.00,2,N/A,N/A,https://finance.naver.com/item/main.nhn?code=211210
1471,신한 브렌트원유 선물 ETN(H),"4,770","1,065",+28.74%,0,48,"1,000",0.00,"1,683,445",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500004
1472,KBSTAR 우량업종,"7,900",35,-0.44%,0,47,600,0.00,7,N/A,N/A,https://finance.naver.com/item/main.nhn?code=140580
1473,DB하이텍1우,"42,000",200,+0.48%,"5,000",47,112,1.50,330,17.86,N/A,https://finance.naver.com/item/main.nhn?code=000995
1474,KINDEX 필리핀MSCI(합성),"11,765",280,-2.32%,0,47,400,0.00,5,N/A,N/A,https://finance.naver.com/item/main.nhn?code=261920
1475,KODEX China H선물인버스(H),"11,760",15,+0.13%,0,47,400,0.00,"1,206",N/A,N/A,https://finance.naver.com/item/main.nhn?code=291660
1476,크라운제과우,"6,080",110,-1.78%,200,47,774,0.41,"2,995",4.27,N/A,https://finance.naver.com/item/main.nhn?code=26490K
1477,TIGER 200 경기소비재,"10,580",150,-1.40%,0,47,440,0.00,475,N/A,N/A,https://finance.naver.com/item/main.nhn?code=139290
1478,KINDEX 국채선물10년인버스,"92,770",0,0.00%,0,46,50,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=299070
1479,금강공업우,"7,780",120,-1.52%,"1,000",46,590,3.15,957,-21.61,N/A,https://finance.naver.com/item/main.nhn?code=014285
1480,동부건설우,"20,200",200,+1.00%,"5,000",46,226,18.57,61,7.21,N/A,https://finance.naver.com/item/main.nhn?code=005965
1481,KODEX 멀티에셋하이인컴(H),"9,095",25,+0.28%,0,45,500,0.00,44,N/A,N/A,https://finance.naver.com/item/main.nhn?code=321410
1482,KBSTAR 200커뮤니케이션서비스,"11,320",100,+0.89%,0,45,400,0.00,149,N/A,N/A,https://finance.naver.com/item/main.nhn?code=315480
1483,KINDEX 한류,"5,630",60,-1.05%,0,45,800,0.00,56,N/A,N/A,https://finance.naver.com/item/main.nhn?code=226380
1484,KBSTAR 미국장기국채선물인버스(H),"7,500",20,-0.27%,0,45,600,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=267450
1485,ARIRANG 코스닥150,"9,950",30,-0.30%,0,45,450,0.00,59,N/A,N/A,https://finance.naver.com/item/main.nhn?code=301400
1486,TIGER S&P글로벌인프라(합성),"8,870",70,-0.78%,0,44,500,0.00,2,N/A,N/A,https://finance.naver.com/item/main.nhn?code=269370
1487,ARIRANG KRX300헬스케어,"10,065",15,-0.15%,0,44,440,0.00,430,N/A,N/A,https://finance.naver.com/item/main.nhn?code=309210
1488,TIGER 중소형,"7,375",0,0.00%,0,44,600,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292120
1489,TIGER LG그룹+펀더멘털,"6,120",20,-0.33%,0,44,720,0.00,718,N/A,N/A,https://finance.naver.com/item/main.nhn?code=138530
1490,JW중외제약우,"25,400",150,-0.59%,"2,500",44,172,3.49,"3,410",-22.42,N/A,https://finance.naver.com/item/main.nhn?code=001065
1491,흥국 S&P코리아로우볼,"8,070",0,0.00%,0,44,540,0.04,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=215620
1492,KBSTAR 수출주,"7,215",0,0.00%,0,43,600,0.00,57,N/A,N/A,https://finance.naver.com/item/main.nhn?code=140570
1493,TIGER 200동일가중,"7,760",0,0.00%,0,43,550,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=252000
1494,진흥기업우B,"4,935",35,+0.71%,500,42,857,2.11,"2,588",35.50,N/A,https://finance.naver.com/item/main.nhn?code=002785
1495,TIGER 여행레저,"4,125",5,-0.12%,0,42,"1,020",0.00,"1,168",N/A,N/A,https://finance.naver.com/item/main.nhn?code=228800
1496,TIGER 지속배당,"10,455",105,-0.99%,0,41,390,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=266140
1497,TIGER 현대차그룹+펀더멘털,"11,990",270,-2.20%,0,41,340,0.01,325,N/A,N/A,https://finance.naver.com/item/main.nhn?code=138540
1498,TIGER 중소형가치,"7,355",0,0.00%,0,40,550,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292140
1499,ARIRANG 심천차이넥스트(합성),"8,670",95,-1.08%,0,40,460,0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=256450
1500,KODEX 미국채울트라30년선물인버스(H),"6,640",30,-0.45%,0,40,600,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=304670
1501,진흥기업2우B,"13,500",100,-0.74%,500,40,295,1.96,715,97.12,N/A,https://finance.naver.com/item/main.nhn?code=002787
1502,KBSTAR 게임테마,"8,815",40,-0.45%,0,40,450,0.00,106,N/A,N/A,https://finance.naver.com/item/main.nhn?code=300640
1503,ARIRANG KRX300산업재,"8,440",40,+0.48%,0,39,460,0.00,46,N/A,N/A,https://finance.naver.com/item/main.nhn?code=309190
1504,TIGER 200 생활소비재,"10,075",15,-0.15%,0,38,380,0.00,362,N/A,N/A,https://finance.naver.com/item/main.nhn?code=227560
1505,KBSTAR KQ모멘텀로우볼,"8,505",105,+1.25%,0,38,450,0.00,3,N/A,N/A,https://finance.naver.com/item/main.nhn?code=300300
1506,한양증권우,"7,260",0,0.00%,"5,000",38,525,0.18,"1,185",4.34,N/A,https://finance.naver.com/item/main.nhn?code=001755
1507,KBSTAR 국채선물10년인버스,"46,275",60,+0.13%,0,38,82,0.00,26,N/A,N/A,https://finance.naver.com/item/main.nhn?code=295020
1508,KOSEF 코스닥150선물,"6,370",20,-0.31%,0,38,590,0.00,2,N/A,N/A,https://finance.naver.com/item/main.nhn?code=291610
1509,KODEX 골드선물인버스(H),"7,500",25,-0.33%,0,38,500,0.00,"7,414",N/A,N/A,https://finance.naver.com/item/main.nhn?code=280940
1510,TIGER 라틴35,"2,330",0,0.00%,0,37,"1,600",1.77,"18,411",N/A,N/A,https://finance.naver.com/item/main.nhn?code=105010
1511,JW중외제약2우B,"41,200",350,+0.86%,"2,500",37,90,2.08,644,-36.36,N/A,https://finance.naver.com/item/main.nhn?code=001067
1512,흥국화재우,"4,780",40,-0.83%,"5,000",37,768,3.78,"11,267",8.10,N/A,https://finance.naver.com/item/main.nhn?code=000545
1513,KODEX 밸류Plus,"6,055",20,-0.33%,0,36,600,0.00,100,N/A,N/A,https://finance.naver.com/item/main.nhn?code=244670
1514,TIGER 200 철강소재,"5,305",50,-0.93%,0,36,680,0.00,102,N/A,N/A,https://finance.naver.com/item/main.nhn?code=139240
1515,신원우,"39,250","1,300",+3.43%,500,36,91,0.10,"24,493","2,308.82",N/A,https://finance.naver.com/item/main.nhn?code=009275
1516,KG동부제철우,"66,500",700,+1.06%,"5,000",36,53,0.00,381,-71.35,N/A,https://finance.naver.com/item/main.nhn?code=016385
1517,TIGER 증권,"2,855",35,-1.21%,0,35,"1,240",0.00,"1,669",N/A,N/A,https://finance.naver.com/item/main.nhn?code=157500
1518,KBSTAR KQ모멘텀밸류,"7,860",70,+0.90%,0,35,450,0.00,5,N/A,N/A,https://finance.naver.com/item/main.nhn?code=300310
1519,코리아써키트2우B,"4,495",70,+1.58%,500,35,784,0.04,48,179.80,N/A,https://finance.naver.com/item/main.nhn?code=00781K
1520,KBSTAR 200산업재,"6,945",85,+1.24%,0,35,500,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=287320
1521,KBSTAR 200건설,"7,420",85,-1.13%,0,34,460,0.00,11,N/A,N/A,https://finance.naver.com/item/main.nhn?code=287300
1522,KBSTAR 200경기소비재,"6,560",40,-0.61%,0,34,520,0.00,3,N/A,N/A,https://finance.naver.com/item/main.nhn?code=287310
1523,TIGER 대형가치,"7,560",0,0.00%,0,34,450,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292110
1524,KBSTAR 팔라듐선물인버스(H),"6,655",200,-2.92%,0,33,500,0.00,"9,900",N/A,N/A,https://finance.naver.com/item/main.nhn?code=334700
